Unix Timestamp,Transaction_ID,Television,Dryer,Oven,Refrigerator,Microwave,Line Voltage,Voltage,Apparent Power,Energy Consumption (kWh),Month,Day of the Week,Hour of the Day,Offloading Decision
1689766112,1547,1,0,0,0,1,230,226,1642,24.82593897814322,July,Wednesday,11,Remote
1689797659,1548,0,1,0,0,1,225,216,1551,16.64176241804267,July,Wednesday,20,Local
1689829206,1549,1,1,1,1,0,233,233,1561,82.16024445834456,July,Thursday,5,Remote
1689860752,1550,0,0,0,1,1,229,224,1820,54.875052784320665,July,Thursday,13,Local
1689892299,1551,0,1,0,0,0,234,229,1605,47.50267201890476,July,Thursday,22,Local
1689923845,1552,0,1,1,0,1,234,225,1529,86.23473992413726,July,Friday,7,Local
1689955392,1553,0,0,0,0,1,229,229,1861,18.313201600067394,July,Friday,16,Remote
1689986938,1554,0,1,0,1,1,225,223,1617,91.75810449873515,July,Saturday,0,Remote
1690018485,1555,1,0,0,1,0,231,223,1752,97.22660977232643,July,Saturday,9,Remote
1690050031,1556,0,0,1,1,1,222,213,1627,89.32620672378242,July,Saturday,18,Local
1690081578,1557,0,1,1,1,1,234,231,1565,85.3143272435459,July,Sunday,3,Local
1690113124,1558,1,0,1,1,0,222,216,1714,51.90278987105239,July,Sunday,11,Local
1690144671,1559,1,1,1,0,1,226,223,1843,14.356261147170978,July,Sunday,20,Remote
1690176217,1560,0,1,1,1,1,228,227,1905,13.482183157528693,July,Monday,5,Local
1690207764,1561,0,0,0,0,1,224,220,1579,88.69146264413331,July,Monday,14,Remote
1690239310,1562,1,1,1,0,1,231,231,1749,85.13350380378334,July,Monday,22,Remote
1690270857,1563,1,1,1,0,1,230,225,1991,55.98163237766937,July,Tuesday,7,Local
1690302403,1564,0,0,1,0,1,236,236,1571,98.92538845027096,July,Tuesday,16,Remote
1690333950,1565,1,0,0,1,1,235,227,1747,85.2204871832598,July,Wednesday,1,Local
1690365496,1566,0,1,1,0,0,237,231,1530,64.85886838748084,July,Wednesday,9,Remote
1690397043,1567,1,0,0,1,1,223,222,1959,10.723440896081573,July,Wednesday,18,Local
1690428589,1568,0,1,0,0,0,239,231,1688,36.407806159957026,July,Thursday,3,Remote
1690460136,1569,0,1,0,0,1,238,236,1934,31.261177392450175,July,Thursday,12,Remote
1690491682,1570,0,0,1,1,1,238,230,1577,36.55031033067875,July,Thursday,21,Remote
1690523229,1571,0,0,0,0,1,225,224,1500,14.888556210797638,July,Friday,5,Local
1690554775,1572,0,0,0,0,0,236,232,1720,41.72462962214605,July,Friday,14,Local
1690586322,1573,1,0,1,1,0,238,233,1976,87.6656780381095,July,Friday,23,Local
1690617868,1574,1,1,1,1,0,229,223,1541,81.86132868202766,July,Saturday,8,Remote
1690649415,1575,0,0,1,0,0,239,235,1582,55.58035333632009,July,Saturday,16,Local
1690680961,1576,0,0,0,1,0,222,219,1669,71.25575555056328,July,Sunday,1,Remote
1690712508,1577,1,0,0,1,1,238,238,1645,63.19047476319548,July,Sunday,10,Remote
1690744054,1578,0,0,1,1,0,221,221,1885,36.664677598711734,July,Sunday,19,Remote
1690775601,1579,1,0,1,0,1,224,218,1805,15.211005468290715,July,Monday,3,Local
1690807147,1580,1,1,1,1,0,229,227,1789,56.68608017484469,July,Monday,12,Remote
1690838694,1581,1,1,1,0,0,226,219,1741,57.93068313274855,July,Monday,21,Local
1690870241,1582,0,1,1,1,0,230,221,1994,58.45229281576303,August,Tuesday,6,Remote
1690901787,1583,1,1,1,0,0,220,217,1808,39.35955498729726,August,Tuesday,14,Remote
1690933334,1584,0,0,0,1,0,237,228,1523,26.52053644304284,August,Tuesday,23,Remote
1690964880,1585,0,1,1,1,1,221,219,1517,41.91185776490177,August,Wednesday,8,Remote
1690996427,1586,1,1,1,1,1,224,224,1938,77.34967715684198,August,Wednesday,17,Remote
1691027973,1587,1,0,1,1,0,237,230,1584,22.93563167350592,August,Thursday,1,Local
1691059520,1588,0,0,1,1,1,230,224,1723,67.4341206590572,August,Thursday,10,Local
1691091066,1589,1,1,1,1,1,221,218,1696,99.6668952247782,August,Thursday,19,Local
1691122613,1590,0,0,1,1,1,220,217,1690,42.50974167571837,August,Friday,4,Remote
1691154159,1591,0,0,0,1,1,229,226,1819,56.24535398545154,August,Friday,13,Remote
1691185706,1592,1,1,1,0,1,234,227,1908,92.4346432857611,August,Friday,21,Local
1691217252,1593,1,0,0,0,0,232,230,1897,81.90799518863314,August,Saturday,6,Remote
1691248799,1594,1,0,0,0,1,237,237,1826,53.78259485098803,August,Saturday,15,Remote
1691280345,1595,0,1,1,1,1,232,231,1710,38.368718142881185,August,Sunday,0,Remote
1691311892,1596,1,0,1,1,0,228,225,1999,86.29707045713675,August,Sunday,8,Local
1691343438,1597,1,1,1,1,1,234,226,1551,77.97752614589277,August,Sunday,17,Local
1691374985,1598,0,1,1,0,1,224,215,1754,29.658004040081366,August,Monday,2,Remote
1691406531,1599,1,1,1,0,1,222,221,1719,93.85049540738883,August,Monday,11,Local
1691438078,1600,0,0,0,0,0,234,233,1549,11.40452015867069,August,Monday,19,Remote
1691469624,1601,0,0,1,0,1,239,235,1524,40.23340943383889,August,Tuesday,4,Remote
1691501171,1602,1,1,1,0,0,228,221,1762,97.27883796769338,August,Tuesday,13,Remote
1691532717,1603,1,1,0,0,1,234,234,1820,31.319707151026293,August,Tuesday,22,Local
1691564264,1604,0,0,0,1,0,237,229,1539,32.77814873122962,August,Wednesday,6,Remote
1691595810,1605,0,1,1,0,1,228,225,1645,33.82984043027561,August,Wednesday,15,Local
1691627357,1606,0,1,1,0,0,223,214,1766,82.086007961652,August,Thursday,0,Remote
1691658903,1607,1,0,1,1,0,230,224,1864,91.5725619519652,August,Thursday,9,Remote
1691690450,1608,0,1,0,1,1,227,226,1993,93.60153880940528,August,Thursday,18,Local
1691721996,1609,0,1,0,1,1,239,232,1571,73.82085338405312,August,Friday,2,Local
1691753543,1610,0,1,0,0,0,229,225,1591,83.57208974151382,August,Friday,11,Local
1691785089,1611,0,0,1,0,0,238,235,1500,83.91473339216594,August,Friday,20,Remote
1691816636,1612,1,1,0,0,0,232,225,1640,24.78777814995889,August,Saturday,5,Remote
1691848182,1613,1,1,0,1,1,222,221,1954,85.59249716104055,August,Saturday,13,Local
1691879729,1614,1,1,1,1,1,230,229,1629,53.7422696662823,August,Saturday,22,Remote
1691911276,1615,0,1,1,1,1,222,214,1531,86.76352526933378,August,Sunday,7,Local
1691942822,1616,1,1,0,0,1,221,214,1973,55.93966357315082,August,Sunday,16,Local
1691974369,1617,1,1,1,0,1,235,232,1966,21.67724749399259,August,Monday,0,Local
1692005915,1618,0,1,0,1,1,222,215,1866,70.53913256504308,August,Monday,9,Local
1692037462,1619,1,0,0,1,0,239,232,1982,63.16866907909007,August,Monday,18,Local
1692069008,1620,0,0,1,1,0,238,231,1938,49.87678282573581,August,Tuesday,3,Local
1692100555,1621,1,1,0,0,0,220,211,1539,68.83878596246069,August,Tuesday,11,Remote
1692132101,1622,0,1,1,0,0,239,236,1916,74.90863754461823,August,Tuesday,20,Remote
1692163648,1623,0,1,0,1,1,238,229,1693,71.71190762687542,August,Wednesday,5,Local
1692195194,1624,1,1,0,0,1,224,218,1899,28.634362082036898,August,Wednesday,14,Local
1692226741,1625,1,1,0,0,1,228,228,1507,72.64340202060056,August,Wednesday,22,Remote
1692258287,1626,1,0,0,1,1,238,235,1828,12.239261671419033,August,Thursday,7,Remote
1692289834,1627,1,1,1,0,0,234,229,1999,57.06950742389623,August,Thursday,16,Local
1692321380,1628,1,0,0,1,1,235,234,1575,98.24910589874997,August,Friday,1,Local
1692352927,1629,1,1,0,1,0,233,233,1932,59.91489526562801,August,Friday,10,Remote
1692384473,1630,1,0,1,1,0,229,227,1797,50.32963294041997,August,Friday,18,Local
1692416020,1631,1,0,1,0,1,236,231,1871,59.769643075295555,August,Saturday,3,Remote
1692447566,1632,1,0,0,1,0,233,225,1974,54.17794534824903,August,Saturday,12,Local
1692479113,1633,0,0,0,1,0,237,235,1582,87.02041935137895,August,Saturday,21,Local
1692510659,1634,0,1,1,0,1,233,225,1995,41.22148119150957,August,Sunday,5,Local
1692542206,1635,1,1,0,0,1,238,234,1701,70.28038391483571,August,Sunday,14,Local
1692573752,1636,0,1,0,1,0,232,225,1762,11.138077659911414,August,Sunday,23,Local
1692605299,1637,0,1,1,1,1,222,221,1564,17.82539735804867,August,Monday,8,Local
1692636845,1638,1,1,1,0,1,232,223,1832,55.202438039388234,August,Monday,16,Remote
1692668392,1639,1,1,0,0,0,234,228,1889,96.87244787106596,August,Tuesday,1,Remote
1692699938,1640,0,1,1,0,0,221,212,1594,34.11226851882395,August,Tuesday,10,Local
1692731485,1641,1,1,1,0,0,224,215,1885,58.73977390552805,August,Tuesday,19,Remote
1692763031,1642,1,1,0,1,0,221,213,1607,68.40585269545136,August,Wednesday,3,Remote
1692794578,1643,1,1,0,1,1,221,221,1810,37.42631645664942,August,Wednesday,12,Local
1692826124,1644,0,0,0,0,0,237,235,1785,58.97529077527515,August,Wednesday,21,Local
1692857671,1645,0,1,1,1,1,233,233,1733,58.47474878528808,August,Thursday,6,Remote
1692889218,1646,1,0,0,1,1,222,216,1864,14.379887201589266,August,Thursday,15,Remote
1692920764,1647,0,0,1,1,0,235,232,1931,68.80806524524326,August,Thursday,23,Remote
1692952311,1648,1,0,0,1,0,239,237,1945,31.65293642029203,August,Friday,8,Remote
1692983857,1649,1,1,1,1,0,236,231,1965,45.942878959526546,August,Friday,17,Remote
1693015404,1650,0,1,0,0,1,227,223,1551,27.52501334018695,August,Saturday,2,Local
1693046950,1651,1,0,1,0,1,222,217,1778,54.45211469383907,August,Saturday,10,Local
1693078497,1652,0,1,0,1,1,239,237,1688,78.76255381449253,August,Saturday,19,Local
1693110043,1653,0,0,1,0,0,225,219,1976,43.5005743214231,August,Sunday,4,Local
1693141590,1654,1,1,1,1,1,221,215,1633,89.00751354239883,August,Sunday,13,Remote
1693173136,1655,1,0,0,1,0,228,225,1938,81.26753369132709,August,Sunday,21,Local
1693204683,1656,0,1,1,1,1,238,230,1619,19.4316684893508,August,Monday,6,Remote
1693236229,1657,1,1,1,0,0,232,227,1694,17.28392902292309,August,Monday,15,Local
1693267776,1658,0,0,1,1,1,237,230,1992,24.26812836740058,August,Tuesday,0,Remote
1693299322,1659,1,1,0,1,1,225,217,1748,55.31844551633735,August,Tuesday,8,Local
1693330869,1660,1,1,1,0,1,231,223,1551,86.33948516436529,August,Tuesday,17,Local
1693362415,1661,0,1,0,0,0,234,234,1783,99.05342677966107,August,Wednesday,2,Local
1693393962,1662,1,0,1,0,1,238,232,1681,32.776859996111355,August,Wednesday,11,Local
1693425508,1663,1,1,0,0,1,236,235,1577,84.33783204010673,August,Wednesday,19,Local
1693457055,1664,1,1,0,1,0,233,225,1790,50.37109568384759,August,Thursday,4,Remote
1693488601,1665,0,1,1,0,1,231,229,1705,33.94568070501735,August,Thursday,13,Local
1693520148,1666,1,0,1,1,1,221,215,1602,43.0886942083368,August,Thursday,22,Local
1693551694,1667,0,0,0,1,0,229,224,1923,70.02453399369213,September,Friday,7,Local
1693583241,1668,0,0,0,1,0,220,211,1503,57.73835337521873,September,Friday,15,Remote
1693614787,1669,0,0,1,1,0,221,214,1699,62.75401628860863,September,Saturday,0,Remote
1693646334,1670,0,1,0,1,1,234,226,1775,59.98095100757343,September,Saturday,9,Remote
1693677880,1671,1,1,0,1,0,236,229,1760,61.63339810663461,September,Saturday,18,Remote
1693709427,1672,1,1,0,1,1,233,232,1819,26.571115339880635,September,Sunday,2,Local
1693740973,1673,1,0,0,0,1,228,226,1929,44.06432387807921,September,Sunday,11,Remote
1693772520,1674,1,1,0,0,0,224,223,1935,22.701778593400896,September,Sunday,20,Local
1693804066,1675,1,0,0,0,0,221,215,1879,15.462532311310662,September,Monday,5,Remote
1693835613,1676,1,0,1,0,1,223,219,1783,15.644728403612861,September,Monday,13,Local
1693867159,1677,0,1,1,0,0,226,222,1771,27.107377255191988,September,Monday,22,Remote
1693898706,1678,1,1,1,1,1,228,226,1673,72.53594696465298,September,Tuesday,7,Remote
1693930253,1679,0,0,1,1,1,220,212,1632,69.77869609934126,September,Tuesday,16,Remote
1693961799,1680,0,0,1,0,1,239,230,1506,60.10875720568325,September,Wednesday,0,Local
1693993346,1681,0,0,1,1,0,235,234,1735,87.4942874286696,September,Wednesday,9,Remote
1694024892,1682,1,0,1,0,0,234,227,1647,12.178203537375074,September,Wednesday,18,Local
1694056439,1683,0,1,1,0,1,232,228,1855,39.66130991828517,September,Thursday,3,Local
1694087985,1684,1,1,1,1,1,220,216,1960,67.8357388616402,September,Thursday,11,Local
1694119532,1685,0,1,0,1,1,235,230,1838,81.7271915547537,September,Thursday,20,Local
1694151078,1686,0,1,1,0,0,224,216,1896,33.961322183676465,September,Friday,5,Remote
1694182625,1687,0,0,0,0,1,224,220,1940,13.967083031782668,September,Friday,14,Remote
1694214171,1688,1,1,1,0,1,226,225,1786,47.23843046489701,September,Friday,23,Remote
1694245718,1689,1,1,0,1,1,237,235,1597,63.99971491664426,September,Saturday,7,Remote
1694277264,1690,0,0,0,1,1,233,228,1588,63.201893001734966,September,Saturday,16,Remote
1694308811,1691,1,0,1,1,1,232,224,1738,57.942481464807614,September,Sunday,1,Remote
1694340357,1692,0,0,0,1,0,229,222,1639,62.807901314168504,September,Sunday,10,Local
1694371904,1693,1,1,0,0,0,221,219,1676,27.42370143693551,September,Sunday,18,Remote
1694403450,1694,1,1,0,1,0,224,222,1547,58.99979680031437,September,Monday,3,Remote
1694434997,1695,0,0,0,1,0,230,224,1587,68.36610414898186,September,Monday,12,Remote
1694466543,1696,1,0,1,0,1,237,233,1943,85.39571349626277,September,Monday,21,Local
1694498090,1697,0,1,0,0,0,227,220,1914,65.8513089076275,September,Tuesday,5,Local
1694529636,1698,1,1,0,0,0,229,226,1793,15.79898009061575,September,Tuesday,14,Remote
1694561183,1699,0,0,1,0,0,224,224,1524,47.0672552801204,September,Tuesday,23,Local
1694592729,1700,1,0,0,1,1,239,230,1669,16.015933009067993,September,Wednesday,8,Remote
1694624276,1701,0,0,0,0,0,221,214,1686,80.58075537311326,September,Wednesday,16,Remote
1694655822,1702,1,0,1,0,1,220,220,1691,82.05666714939392,September,Thursday,1,Remote
1694687369,1703,1,0,1,0,1,226,226,1848,59.871763675036675,September,Thursday,10,Remote
1694718915,1704,0,1,0,1,1,228,224,1899,21.149714768663443,September,Thursday,19,Local
1694750462,1705,1,0,0,0,0,230,227,1590,64.64852622952878,September,Friday,4,Remote
1694782008,1706,0,0,0,1,0,224,215,1655,61.93225223190664,September,Friday,12,Remote
1694813555,1707,0,1,1,0,1,228,228,1785,98.31910550966336,September,Friday,21,Local
1694845101,1708,1,0,0,0,0,229,227,1615,99.56818284762778,September,Saturday,6,Local
1694876648,1709,0,1,1,1,0,220,215,1880,49.59404145807045,September,Saturday,15,Remote
1694908194,1710,1,1,0,1,0,220,220,1753,90.29924755234784,September,Saturday,23,Local
1694939741,1711,1,0,1,0,1,225,216,1703,94.03150844537471,September,Sunday,8,Local
1694971288,1712,0,1,1,0,0,237,236,1801,95.21084481068891,September,Sunday,17,Local
1695002834,1713,1,0,1,0,0,226,225,1503,75.52480861927677,September,Monday,2,Remote
1695034381,1714,0,1,1,0,1,237,236,1646,82.35460373114856,September,Monday,10,Local
1695065927,1715,0,0,0,1,0,229,221,1732,99.31909725365824,September,Monday,19,Remote
1695097474,1716,1,1,0,1,0,238,234,1880,27.46322593886813,September,Tuesday,4,Remote
1695129020,1717,1,0,1,1,1,225,218,1754,20.645805019849735,September,Tuesday,13,Local
1695160567,1718,1,0,1,0,1,227,224,1651,77.6591760503983,September,Tuesday,21,Local
1695192113,1719,0,1,0,1,0,236,233,1664,92.44728676863033,September,Wednesday,6,Local
1695223660,1720,1,1,1,0,1,229,225,1978,97.24951740086655,September,Wednesday,15,Local
1695255206,1721,1,1,0,1,0,225,224,1655,83.82287823981092,September,Thursday,0,Remote
1695286753,1722,0,0,1,1,0,226,225,1599,32.80579800957619,September,Thursday,8,Remote
1695318299,1723,1,1,0,0,0,222,213,1581,84.27958936976243,September,Thursday,17,Local
1695349846,1724,0,1,0,0,1,234,230,1541,78.12832874258415,September,Friday,2,Local
1695381392,1725,1,0,1,1,1,228,220,1589,46.58750936045147,September,Friday,11,Local
1695412939,1726,0,0,1,0,0,225,221,1747,58.96429706018123,September,Friday,20,Remote
1695444485,1727,0,1,1,1,0,227,227,1522,61.32989110760793,September,Saturday,4,Local
1695476032,1728,1,1,0,1,0,239,232,1592,64.9392801377613,September,Saturday,13,Local
1695507578,1729,0,1,0,1,0,229,229,1748,80.30058477003614,September,Saturday,22,Remote
1695539125,1730,0,1,1,1,1,236,234,1750,70.23598373437365,September,Sunday,7,Local
1695570671,1731,1,0,1,0,0,232,228,1985,76.88798899155518,September,Sunday,15,Remote
1695602218,1732,0,0,0,1,0,230,228,1887,16.159019250323844,September,Monday,0,Local
1695633764,1733,0,0,1,0,1,226,218,1531,49.70776373430874,September,Monday,9,Remote
1695665311,1734,1,1,1,0,0,233,233,1907,64.09967049752504,September,Monday,18,Local
1695696857,1735,0,1,1,1,1,224,220,1790,47.067546519931206,September,Tuesday,2,Remote
1695728404,1736,1,0,0,1,1,222,213,1730,58.435428976137516,September,Tuesday,11,Local
1695759950,1737,1,1,0,0,1,232,228,1516,16.212951337827654,September,Tuesday,20,Remote
1695791497,1738,0,0,1,0,0,237,228,1748,11.252536480457806,September,Wednesday,5,Remote
1695823043,1739,0,1,0,1,1,239,232,1923,70.08960032158103,September,Wednesday,13,Remote
1695854590,1740,0,0,1,0,1,233,231,1573,92.11704532334714,September,Wednesday,22,Local
1695886136,1741,0,1,0,0,1,233,230,1901,36.422834686473095,September,Thursday,7,Remote
1695917683,1742,0,1,1,1,1,239,238,1772,32.56143847949066,September,Thursday,16,Remote
1695949230,1743,0,1,1,1,0,238,231,1548,85.62345979177319,September,Friday,1,Local
1695980776,1744,1,0,1,0,1,225,217,1928,78.78605147348257,September,Friday,9,Local
1696012323,1745,0,0,1,1,1,227,224,1748,49.097668906894285,September,Friday,18,Local
1696043869,1746,0,1,0,1,0,231,229,1558,29.6883594860248,September,Saturday,3,Local
1696075416,1747,0,0,1,0,0,232,223,1897,50.4701069418947,September,Saturday,12,Local
1696106962,1748,0,0,1,1,0,228,227,1553,83.92135646451298,September,Saturday,20,Remote
1696138509,1749,1,1,0,1,1,234,225,1939,86.2930738056876,October,Sunday,5,Local
1696170055,1750,0,0,1,0,1,232,229,1986,59.380211154986355,October,Sunday,14,Local
1696201602,1751,0,0,1,1,0,231,223,1935,55.02850017311481,October,Sunday,23,Local
1696233148,1752,0,1,0,0,1,230,226,1828,50.04923360005669,October,Monday,7,Remote
1696264695,1753,0,1,1,0,1,231,229,1614,46.44664491112487,October,Monday,16,Local
1696296241,1754,0,0,1,1,1,226,220,1534,92.91845382367791,October,Tuesday,1,Remote
1696327788,1755,1,0,1,0,0,236,232,1533,67.8977527269441,October,Tuesday,10,Local
1696359334,1756,1,0,0,0,1,222,222,1916,29.264208787370777,October,Tuesday,18,Remote
1696390881,1757,0,0,0,0,0,230,221,1598,63.987930759046456,October,Wednesday,3,Remote
1696422427,1758,0,1,0,1,1,233,230,1818,16.21074034320047,October,Wednesday,12,Remote
1696453974,1759,1,0,0,1,0,221,219,1870,67.80470338844009,October,Wednesday,21,Local
1696485520,1760,1,0,1,1,1,225,217,1690,84.01531273833069,October,Thursday,5,Local
1696517067,1761,1,1,1,1,0,230,221,1608,82.08624748334549,October,Thursday,14,Local
1696548613,1762,0,0,1,0,0,224,215,1916,40.329975784129374,October,Thursday,23,Remote
1696580160,1763,1,0,1,0,1,238,238,1777,73.1981587587124,October,Friday,8,Local
1696611706,1764,0,0,0,1,0,239,237,1962,86.72552991054967,October,Friday,17,Remote
1696643253,1765,1,1,1,0,0,233,232,1840,50.538443407367616,October,Saturday,1,Local
1696674799,1766,1,1,1,1,0,221,213,1804,30.477930587996138,October,Saturday,10,Remote
1696706346,1767,1,1,0,1,0,231,230,1686,45.34058588125783,October,Saturday,19,Remote
1696737892,1768,0,1,1,0,0,237,236,1621,60.354405651811824,October,Sunday,4,Remote
1696769439,1769,0,1,1,1,0,235,234,1714,77.50636376286376,October,Sunday,12,Local
1696800985,1770,1,1,1,0,0,223,223,1969,30.57549370301178,October,Sunday,21,Local
1696832532,1771,0,0,1,1,1,234,233,1920,27.27393502654425,October,Monday,6,Local
1696864078,1772,1,1,1,0,0,223,216,1665,96.9090321350675,October,Monday,15,Remote
1696895625,1773,0,0,1,1,0,223,219,1774,55.87389647774984,October,Monday,23,Remote
1696927171,1774,0,1,1,1,0,233,232,1656,14.967007128501924,October,Tuesday,8,Remote
1696958718,1775,1,1,0,1,0,236,234,1903,69.20304192664094,October,Tuesday,17,Remote
1696990265,1776,0,1,0,1,1,236,236,1639,50.53918914389673,October,Wednesday,2,Local
1697021811,1777,0,0,1,1,1,237,231,1782,97.41568127368262,October,Wednesday,10,Remote
1697053358,1778,0,0,0,0,1,237,233,1621,52.534619106880676,October,Wednesday,19,Remote
1697084904,1779,0,0,1,1,0,220,211,1554,59.0296491757161,October,Thursday,4,Local
1697116451,1780,0,1,0,0,0,222,221,1505,92.8173981660026,October,Thursday,13,Remote
1697147997,1781,1,0,0,0,0,225,223,1858,36.26378207842039,October,Thursday,21,Local
1697179544,1782,0,1,0,0,0,220,217,1896,60.610448090351035,October,Friday,6,Remote
1697211090,1783,1,0,1,1,0,226,218,1844,55.48123286194118,October,Friday,15,Local
1697242637,1784,1,0,0,0,1,225,221,1674,42.90265779501543,October,Saturday,0,Local
1697274183,1785,0,0,0,1,0,223,218,1998,75.05421484282374,October,Saturday,9,Local
1697305730,1786,1,0,0,1,1,230,225,1592,11.059421105114053,October,Saturday,17,Remote
1697337276,1787,1,1,0,0,1,237,234,1727,81.74378726393275,October,Sunday,2,Local
1697368823,1788,0,1,1,0,0,230,222,1883,87.69448833929046,October,Sunday,11,Remote
1697400369,1789,0,0,0,0,0,220,214,1891,29.940348480804808,October,Sunday,20,Local
1697431916,1790,1,1,0,1,0,222,221,1635,58.910735136215656,October,Monday,4,Remote
1697463462,1791,1,0,0,1,0,227,226,1863,37.65658289220522,October,Monday,13,Local
1697495009,1792,0,0,0,1,0,225,218,1917,83.5112390216024,October,Monday,22,Local
1697526555,1793,0,1,0,0,1,223,217,1908,19.42055012143044,October,Tuesday,7,Remote
1697558102,1794,1,0,0,1,0,227,223,1842,56.530416258480855,October,Tuesday,15,Remote
1697589648,1795,0,0,0,1,0,231,222,1694,93.75261700076354,October,Wednesday,0,Local
1697621195,1796,0,0,0,0,0,233,230,1643,23.421542611996507,October,Wednesday,9,Remote
1697652741,1797,1,0,0,1,0,238,229,1873,15.307392325918087,October,Wednesday,18,Remote
1697684288,1798,1,1,1,1,0,224,223,1538,97.34742280561915,October,Thursday,2,Remote
1697715834,1799,1,0,1,0,0,228,224,1964,53.10013540417307,October,Thursday,11,Local
1697747381,1800,0,0,0,1,1,230,225,1856,76.78847795379617,October,Thursday,20,Local
1697778927,1801,0,1,0,0,0,226,226,1686,66.58650729215766,October,Friday,5,Local
1697810474,1802,0,1,1,0,1,231,229,1657,42.08356112621737,October,Friday,14,Remote
1697842020,1803,1,1,1,1,0,237,237,1710,28.12252766492558,October,Friday,22,Local
1697873567,1804,1,0,1,1,1,226,217,1612,76.13193107866421,October,Saturday,7,Local
1697905113,1805,1,1,1,0,1,229,223,1750,78.4298060785107,October,Saturday,16,Remote
1697936660,1806,0,1,0,0,0,233,226,1875,34.620023873301136,October,Sunday,1,Local
1697968207,1807,0,1,1,1,1,233,224,1975,41.355119225632535,October,Sunday,9,Local
1697999753,1808,1,1,1,0,0,220,211,1786,31.83792567655561,October,Sunday,18,Remote
1698031300,1809,1,0,1,1,1,237,228,1612,66.65374401210663,October,Monday,3,Local
1698062846,1810,1,0,1,1,1,225,216,1637,35.99795456021887,October,Monday,12,Local
1698094393,1811,0,1,0,1,0,225,224,1844,36.62526143010478,October,Monday,20,Remote
1698125939,1812,1,0,0,1,0,223,216,1790,80.52830328330347,October,Tuesday,5,Remote
1698157486,1813,1,0,1,1,1,237,235,1726,95.51127655539926,October,Tuesday,14,Remote
1698189032,1814,0,0,1,1,0,237,228,1981,34.92721487558978,October,Tuesday,23,Remote
1698220579,1815,0,0,0,0,1,233,229,1717,52.333238060704076,October,Wednesday,7,Local
1698252125,1816,0,0,0,0,1,238,231,1635,28.92233373485868,October,Wednesday,16,Local
1698283672,1817,1,0,1,0,1,231,226,1930,57.858553220713155,October,Thursday,1,Local
1698315218,1818,1,1,0,0,0,228,225,1611,94.05147851715583,October,Thursday,10,Remote
1698346765,1819,1,1,0,1,0,228,224,1769,40.87047879090732,October,Thursday,18,Remote
1698378311,1820,0,1,0,0,1,222,218,1647,24.003480748095463,October,Friday,3,Remote
1698409858,1821,1,1,1,0,1,236,231,1971,79.9605549040501,October,Friday,12,Remote
1698441404,1822,0,1,1,1,1,227,221,1833,72.3945436949351,October,Friday,21,Remote
1698472951,1823,0,1,1,0,0,235,228,1735,14.335380601417015,October,Saturday,6,Local
1698504497,1824,0,0,1,1,1,229,224,1617,48.27139471524735,October,Saturday,14,Local
1698536044,1825,1,1,1,1,1,237,229,1574,52.33346729768516,October,Saturday,23,Remote
1698567590,1826,0,0,0,0,0,238,235,1991,66.09950792709677,October,Sunday,8,Remote
1698599137,1827,0,1,0,0,1,238,232,1964,46.383671580204144,October,Sunday,17,Remote
1698630683,1828,0,0,0,0,1,239,236,1808,24.011201056969867,October,Monday,1,Local
1698662230,1829,0,1,1,1,0,233,224,1851,82.29231815528267,October,Monday,10,Remote
1698693776,1830,0,1,0,1,1,224,219,1625,36.05271303413258,October,Monday,19,Remote
1698725323,1831,1,0,0,0,0,223,222,1929,23.73091954580522,October,Tuesday,4,Local
1698756869,1832,0,1,0,1,1,235,232,1787,78.00753749785362,October,Tuesday,12,Remote
1698788416,1833,1,0,0,0,1,238,237,1654,43.64983398494638,October,Tuesday,21,Local
1698819962,1834,0,0,0,1,0,229,223,1839,54.32194122054977,November,Wednesday,6,Local
1698851509,1835,1,1,1,1,1,236,233,1987,55.23043710029592,November,Wednesday,15,Remote
1698883055,1836,1,0,1,1,1,234,227,1884,59.41750570133949,November,Wednesday,23,Remote
1698914602,1837,1,0,0,1,1,232,224,1820,28.232004314000562,November,Thursday,8,Local
1698946148,1838,1,0,0,0,0,225,217,1699,28.167025430978086,November,Thursday,17,Remote
1698977695,1839,1,1,0,0,0,223,218,1635,23.028136488415875,November,Friday,2,Remote
1699009242,1840,0,0,1,1,0,232,230,1684,19.630508729433537,November,Friday,11,Local
1699040788,1841,0,0,0,0,0,229,227,1601,45.702968369308536,November,Friday,19,Local
1699072335,1842,1,0,0,0,1,222,222,1701,84.94556094798902,November,Saturday,4,Local
1699103881,1843,0,0,1,1,1,226,226,1575,21.927713688027453,November,Saturday,13,Remote
1699135428,1844,0,1,1,1,0,235,229,1906,23.497298779433077,November,Saturday,22,Remote
1699166974,1845,0,1,1,1,0,239,231,1929,93.53375481253848,November,Sunday,6,Remote
1699198521,1846,1,1,1,0,1,223,216,1550,15.522444281581969,November,Sunday,15,Remote
1699230067,1847,1,1,0,1,1,237,232,1650,61.39670789252739,November,Monday,0,Remote
1699261614,1848,1,0,0,0,1,238,230,1715,92.48215854749498,November,Monday,9,Local
1699293160,1849,0,1,1,1,1,220,215,1720,31.940211754407247,November,Monday,17,Local
1699324707,1850,0,1,1,1,1,224,221,1990,50.31832635159187,November,Tuesday,2,Remote
1699356253,1851,1,1,1,1,0,225,218,1790,62.115700572737744,November,Tuesday,11,Remote
